College Code,College Name,Branch Code,Branch Name,2023,2024,Difference
1505,"C.Abdul Hakeem College of Engineering andTechnology, Hakeem Nagar, Melvisharam, Vellore -632509.",ME,MECHANICAL ENGINEERING,26,27,1
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",AD,Artificial Intelligence and DataScience,35,36,1
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,18,16,-2
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",CS,COMPUTER SCIENCE ANDENGINEERING,35,37,2
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,21,28,7
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,26,28,2
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",IT,INFORMATION TECHNOLOGY,35,51,16
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",ME,MECHANICAL ENGINEERING,25,27,2
1507,"Ganadipathy Tulsi's Jain Engineering College, Chittoor-Cuddalore Road, Kaniyambadi, Vellore-632102.",SC,Computer Science andEngineering (Cyber Security),0,21,21
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",AD,Artificial Intelligence and DataScience,27,27,0
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),27,27,0
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",CE,CIVIL  ENGINEERING,45,45,0
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",CS,COMPUTER SCIENCE ANDENGINEERING,54,55,1
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,77,81,4
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,19,1
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,18,18,0
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",IT,INFORMATION TECHNOLOGY,55,55,0
1509,"Meenakshi College of Engineering, 12,VembuliAmman Koil Street, West K K Nagar, Chennai-600078.",ME,MECHANICAL ENGINEERING,45,45,0
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",AD,Artificial Intelligence and DataScience,0,36,36
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",CE,CIVIL  ENGINEERING,35,36,1
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",CS,COMPUTER SCIENCE ANDENGINEERING,54,52,-2
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,36,35,-1
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,35,0
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",IT,INFORMATION TECHNOLOGY,34,35,1
1510,"Priyadarshini Engineering College, ChettiyappanurVillage & Post, Vaniyambadi, Vellore-635751.",ME,MECHANICAL ENGINEERING,35,36,1
1511,"RANIPPETTAI ENGINEERING COLLEGE,THENKADAPPANTHANGAL, VELLORE DISTRICT632513",CE,CIVIL  ENGINEERING,32,26,-6
1511,"RANIPPETTAI ENGINEERING COLLEGE,THENKADAPPANTHANGAL, VELLORE DISTRICT632514",CS,COMPUTER SCIENCE ANDENGINEERING,31,27,-4
1511,"RANIPPETTAI ENGINEERING COLLEGE,THENKADAPPANTHANGAL, VELLORE DISTRICT632517",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,45,35,-10
1511,"RANIPPETTAI ENGINEERING COLLEGE,THENKADAPPANTHANGAL, VELLORE DISTRICT632516",EE,ELECTRICAL AND ELECTRONICSENGINEERING,44,35,-9
1511,"RANIPPETTAI ENGINEERING COLLEGE,THENKADAPPANTHANGAL, VELLORE DISTRICT632515",ME,MECHANICAL ENGINEERING,62,54,-8
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",AD,Artificial Intelligence and DataScience,27,54,27
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,28,28
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",CE,CIVIL  ENGINEERING,28,27,-1
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",CS,COMPUTER SCIENCE ANDENGINEERING,55,55,0
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,27,27,0
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,26,27,1
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",IT,INFORMATION TECHNOLOGY,27,27,0
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",ME,MECHANICAL ENGINEERING,27,27,0
1512,"S.K.P. Engineering College, Chinnkangiyanur,Somasipadi Post, Tiruvannamalai District-606611.",SC,Computer Science andEngineering (Cyber Security),27,27,0
1513,"Sri Balaji Chockalingam Engineering College,Irumbedu, Arni Taluk,Tiruvannamalai District-632317.",AD,Artificial Intelligence and DataScience,0,35,35
1513,"Sri Balaji Chockalingam Engineering College,Irumbedu, Arni Taluk,Tiruvannamalai District-632317.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,0,45,45
1513,"Sri Balaji Chockalingam Engineering College,Irumbedu, Arni Taluk,Tiruvannamalai District-632317.",CS,COMPUTER SCIENCE ANDENGINEERING,35,35,0
1513,"Sri Balaji Chockalingam Engineering College,Irumbedu, Arni Taluk,Tiruvannamalai District-632317.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,45,45,0
1513,"Sri Balaji Chockalingam Engineering College,Irumbedu, Arni Taluk,Tiruvannamalai District-632317.",IT,INFORMATION TECHNOLOGY,34,37,3
1514,Sri Nandhanam College of Engineering and TechnologyMolagarampatti  Tirupattur  Vellore-635601,BT,BIO TECHNOLOGY,55,0,-55
1514,"Sri Nandhanam College of Engineering andTechnology, Molagarampatti, Tirupattur, Vellore-635601.",CS,COMPUTER SCIENCE ANDENGINEERING,54,54,0
1514,Sri Nandhanam College of Engineering and TechnologyMolagarampatti  Tirupattur  Vellore-635601,EE,ELECTRICAL ANDELECTRONICS ENGINEERING,38,0,-38
1514,Sri Nandhanam College of Engineering and TechnologyMolagarampatti  Tirupattur  Vellore-635601,ME,MECHANICAL ENGINEERING,54,0,-54
1514,Sri Nandhanam College of Engineering and TechnologyMolagarampatti  Tirupattur  Vellore-635601,MR,MARINE ENGINEERING,28,0,-28
1516,Thanthai Periyar Government Institute of TechnologyBagayam  Vellore District 632002,CE,CIVIL  ENGINEERING,55,55,0
1516,Thanthai Periyar Government Institute of TechnologyBagayam  Vellore District 632002,CS,COMPUTER SCIENCE ANDENGINEERING,53,55,2
1516,Thanthai Periyar Government Institute of TechnologyBagayam  Vellore District 632002,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,107,108,1
1516,Thanthai Periyar Government Institute of TechnologyBagayam  Vellore District 632002,EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,54,0
1516,Thanthai Periyar Government Institute of TechnologyBagayam  Vellore District 632002,ME,MECHANICAL ENGINEERING,108,109,1
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",AD,Artificial Intelligence and DataScience,19,26,7
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",AG,AGRICULTURE ENGINEERING,0,27,27
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",CE,CIVIL  ENGINEERING,23,27,4
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",CS,COMPUTER SCIENCE ANDENGINEERING,91,106,15
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,23,27,4
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,23,27,4
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",IT,INFORMATION TECHNOLOGY,21,22,1
1517,"Thirumalai Engineering College, Kilambi,Krishnapuram Post, Kanchipuram-631551.",ME,MECHANICAL ENGINEERING,35,52,17
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",AE,AERONAUTICAL ENGINEERING,42,41,-1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),26,27,1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",AU,AUTOMOBILE ENGINEERING,27,28,1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",CE,CIVIL  ENGINEERING,62,61,-1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",CS,COMPUTER SCIENCE ANDENGINEERING,81,82,1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,53,-1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,41,41,0
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,27,28,1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",IT,INFORMATION TECHNOLOGY,62,61,-1
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",ME,MECHANICAL ENGINEERING,81,81,0
1518,"Thiruvalluvar College of Engineering and Technology,Arunachala City,Ponnur Hills, Vandavasi,Thiruvannamalai District-604505.",PC,PETRO CHEMICALTECHNOLOGY,27,28,1
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",AD,Artificial Intelligence and DataScience,0,45,45
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",CE,CIVIL  ENGINEERING,23,24,1
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",CS,COMPUTER SCIENCE ANDENGINEERING,72,104,32
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,49,50,1
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,50,49,-1
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",IT,INFORMATION TECHNOLOGY,45,46,1
1519,"Bharathidasan Engineering College, K.BandarapalliPost, Nattrampalli, Vellore District-635854.",ME,MECHANICAL ENGINEERING,50,49,-1
1520,"Kingston Engineering College, Chittoor Main Road,Chiristianpet Village, Mettukulam Panchayat, KatpadiTaluk, Vellore District-632059.",AD,Artificial Intelligence and DataScience,35,35,0
1520,"Kingston Engineering College, Chittoor Main Road,Chiristianpet Village, Mettukulam Panchayat, KatpadiTaluk, Vellore District-632059.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,18,18,0
1520,"Kingston Engineering College, Chittoor Main Road,Chiristianpet Village, Mettukulam Panchayat, KatpadiTaluk, Vellore District-632059.",CS,COMPUTER SCIENCE ANDENGINEERING,69,70,1
1520,"Kingston Engineering College, Chittoor Main Road,Chiristianpet Village, Mettukulam Panchayat, KatpadiTaluk, Vellore District-632059.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,35,0
1520,"Kingston Engineering College, Chittoor Main Road,Chiristianpet Village, Mettukulam Panchayat, KatpadiTaluk, Vellore District-632059.",IT,INFORMATION TECHNOLOGY,35,36,1
1520,"Kingston Engineering College, Chittoor Main Road,Chiristianpet Village, Mettukulam Panchayat, KatpadiTaluk, Vellore District-632059.",ME,MECHANICAL ENGINEERING,19,18,-1
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",AD,Artificial Intelligence and DataScience,18,35,17
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),0,18,18
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",AU,AUTOMOBILE ENGINEERING,18,18,0
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",CE,CIVIL  ENGINEERING,17,18,1
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",CS,COMPUTER SCIENCE ANDENGINEERING,53,52,-1
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,36,1
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,16,19,3
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",IT,INFORMATION TECHNOLOGY,54,51,-3
1523,"Global Institute of Engineering and Technology,257/1, Bangalore-Chennai Highway,Melvisharam,Vellore-632509.",ME,MECHANICAL ENGINEERING,17,18,1
1524,"Annamalaiar College Of Engineering, Chetpet-PolurRoad, Polur Taluk, Thiruvannamalai District-606902.",CE,CIVIL  ENGINEERING,22,25,3
1524,"Annamalaiar College Of Engineering, Chetpet-PolurRoad, Polur Taluk, Thiruvannamalai District-606902.",CS,COMPUTER SCIENCE ANDENGINEERING,45,37,-8
1524,"Annamalaiar College Of Engineering, Chetpet-PolurRoad, Polur Taluk, Thiruvannamalai District-606902.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,22,25,3
1524,"Annamalaiar College Of Engineering, Chetpet-PolurRoad, Polur Taluk, Thiruvannamalai District-606902.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,22,24,2
1524,"Annamalaiar College Of Engineering, Chetpet-PolurRoad, Polur Taluk, Thiruvannamalai District-606902.",IT,INFORMATION TECHNOLOGY,21,24,3
1524,"Annamalaiar College Of Engineering, Chetpet-PolurRoad, Polur Taluk, Thiruvannamalai District-606902.",ME,MECHANICAL ENGINEERING,45,50,5
1525,"Podhigai College of Engineering and Technology,Salem Main Road, Adiyur Post, TirupatturTaluk,Tirupattur, Vellore District.-635601.",CE,CIVIL  ENGINEERING,23,17,-6
1525,"Podhigai College of Engineering and Technology,Salem Main Road, Adiyur Post, TirupatturTaluk,Tirupattur, Vellore District.-635601.",CS,COMPUTER SCIENCE ANDENGINEERING,46,50,4
1525,"Podhigai College of Engineering and Technology,Salem Main Road, Adiyur Post, TirupatturTaluk,Tirupattur, Vellore District.-635601.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,25,24,-1
1525,"Podhigai College of Engineering and Technology,Salem Main Road, Adiyur Post, TirupatturTaluk,Tirupattur, Vellore District.-635601.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,46,44,-2
1525,"Podhigai College of Engineering and Technology,Salem Main Road, Adiyur Post, TirupatturTaluk,Tirupattur, Vellore District.-635601.",IT,INFORMATION TECHNOLOGY,46,50,4
1525,"Podhigai College of Engineering and Technology,Salem Main Road, Adiyur Post, TirupatturTaluk,Tirupattur, Vellore District.-635601.",ME,MECHANICAL ENGINEERING,44,35,-9
1526,"Sri Krishna College of Engineering, T.R.S. Campus, SriKrishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",CE,CIVIL  ENGINEERING,18,18,0
1526,"Sri Krishna College of Engineering, T.R.S. Campus, SriKrishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",CS,COMPUTER SCIENCE ANDENGINEERING,34,36,2
1526,"Sri Krishna College of Engineering, T.R.S. Campus, SriKrishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,18,18,0
1526,"Sri Krishna College of Engineering, T.R.S. Campus, SriKrishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,18,17,-1
1526,"Sri Krishna College of Engineering, T.R.S. Campus, SriKrishna Nagar, Tiruttani Road,Arakkonam, Vellore-631003.",ME,MECHANICAL ENGINEERING,70,70,0
1529,"Oxford College of Engineering, Venmani Village,Karaipoondi Post, Polur, Tiruvannamalai-606803.",CE,CIVIL  ENGINEERING,54,35,-19
1529,"Oxford College of Engineering, Venmani Village,Karaipoondi Post, Polur, Tiruvannamalai-606803.",CS,COMPUTER SCIENCE ANDENGINEERING,54,36,-18
1529,"Oxford College of Engineering, Venmani Village,Karaipoondi Post, Polur, Tiruvannamalai-606803.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,54,35,-19
1529,"Oxford College of Engineering, Venmani Village,Karaipoondi Post, Polur, Tiruvannamalai-606803.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,54,35,-19
1529,"Oxford College of Engineering, Venmani Village,Karaipoondi Post, Polur, Tiruvannamalai-606803.",ME,MECHANICAL ENGINEERING,55,35,-20
1605,"Idhaya Engineering College for Women,Nainarpalayam Road,Chinna Salem, VillupuramDistrict.-606201.",CS,COMPUTER SCIENCE ANDENGINEERING,63,64,1
1605,"Idhaya Engineering College for Women,Nainarpalayam Road,Chinna Salem, VillupuramDistrict.-606201.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,45,45,0
1605,"Idhaya Engineering College for Women,Nainarpalayam Road,Chinna Salem, VillupuramDistrict.-606201.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,22,22,0
1605,"Idhaya Engineering College for Women,Nainarpalayam Road,Chinna Salem, VillupuramDistrict.-606201.",IT,INFORMATION TECHNOLOGY,46,46,0
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,CE,CIVIL  ENGINEERING,109,109,0
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,CS,COMPUTER SCIENCE ANDENGINEERING,51,54,3
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,53,53,0
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,EE,ELECTRICAL AND ELECTRONICSENGINEERING,52,55,3
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,53,55,2
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,IB,INDUSTRIAL BIO TECHNOLOGY,107,109,2
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,IT,INFORMATION TECHNOLOGY,52,55,3
2005,Government College of Technology (Autonomous)Thadagam Road  Coimbatore District 641013,ME,MECHANICAL ENGINEERING,109,108,-1
